,coast_dist
105,364.30664678910773
106,203.23851876148774
107,214.06168028422002
108,363.63397745145505
109,75.36643894736919
110,223.52195216651137
111,385.19356145599613
112,7.556388438285157
113,203.23851876148774
114,206.99045822098108
115,7.556388438285157
116,7.680160818886085
117,214.1899748966408
118,204.82224087359774
119,203.23851876148774
120,72.77430607456296
121,203.23851876148774
122,213.6612891857267
123,0.44540046110824205
124,203.23851876148774
125,201.7912584720892
126,212.54847458696509
127,2.981515376643801
128,350.09276834728547
129,196.39361195992885
130,360.91066627311636
131,73.17258080244568
132,365.02085339054076
133,203.23851876148774
134,208.80862518921188
135,168.77973379452814
136,5.872976190300338
137,183.84812028890417
138,318.3662823969889
139,385.9502892219704
140,410.78961837172926
141,7.556388438285157
142,212.84544511570357
143,75.17557528793357
144,79.86234648234884
145,209.08862916375472
146,209.34276400786294
147,13.703075137440926
148,0.4717932170703999
149,9.399029939120515
150,7.678548766080827
151,381.57808983857694
152,363.6412745976927
153,2.7678086576321266
154,372.71332267949805
155,203.23851876148774
156,212.77062337488888
157,369.0067480175812
158,208.19465414929044
159,191.45333132111045
160,76.71110959917168
161,406.1837825766719
162,199.66659363339824
163,341.51610752879685
164,378.6315149545863
165,370.7430399464744
166,394.97916289534226
167,409.58146650829826
168,359.56322419218867
169,73.8899361253941
170,181.32506485045113
171,212.80512988266153
172,184.19940251719845
173,227.68154488718216
174,379.2709991648179
175,365.10187016891246
176,191.64859681170765
177,381.2681169287062
178,184.3229636950043
179,76.94443804623135
180,363.98283230641454
181,357.1041504548124
182,74.5875674319935
183,203.23851876148774
184,97.99206347201859
185,79.08258389127651
186,204.99087807872576
187,203.23851876148774
188,215.04847569310803
189,196.5664869590957
190,17.125020996017977
191,198.07299437385635
192,75.82656641909206
193,8.561761940349818
194,222.73947658554698
195,361.47602890436474
196,367.34563389581103
197,76.36515899476846
198,357.98745110569166
199,4.652421428817609
200,3.257894643203538
201,361.7207592908274
202,203.23851876148774
203,360.79150135334316
204,368.1406895781954
205,375.9439554689618
206,355.8775927285241
207,198.29728680090938
208,57.608395357362824
209,211.47276270420284
210,222.6477731779107
211,212.75345206390043
212,203.23851876148774
213,203.23851876148774
214,351.1268397333152
215,74.50621753878045
216,214.00651850023502
217,73.86370896288814
218,407.5517841508282
219,78.64128146077574
220,76.50166180504742
221,406.2383798176194
222,203.23851876148774
223,73.25611011548409
224,203.23851876148774
225,203.23851876148774
226,75.90940134764598
227,213.1408053239401
228,0.5466478514346449
229,183.84812028890417
230,375.1154331586714
231,203.23851876148774
232,202.39188306735505
233,208.9926001969773
234,417.8689811611726
235,203.23851876148774
236,365.8440166065182
237,198.30028979446067
238,226.0534252397553
239,201.13141051889826
240,4.188338031135962
241,9.867993240914624
242,13.703075137439868
243,7.982324267815206
244,355.10582679261387
245,355.30761652834127
246,366.497995512376
247,207.86097029260736
248,175.12233955551002
249,217.9135763195667
250,364.5175278914379
251,75.03705659202792
252,363.05949264288734
253,14.799212373496259
254,196.80837246843384
255,203.23851876148774
256,73.60529253387246
257,343.5498867103386
258,123.19495183235107
259,1.6692865464086613
260,123.88950319707104
261,222.74531998875906
262,8.959195729606758
263,371.22047502692703
264,78.41271898383316
265,232.49645653724446
266,366.25783444492737
267,3.1615261181350816
268,73.83609447391619
269,290.40951507035135
270,189.43480979813563
271,213.35546109958227
272,203.23851876148774
273,203.23851876148774
274,203.23851876148774
275,7.556388438285157
276,203.23851876148774
277,201.14123689126535
278,203.23851876148774
279,75.04039737909306
280,7.556388438285157
281,380.9993815488628
282,198.26896612326072
283,203.23851876148774
284,203.23851876148774
285,203.23851876148774
286,371.8586176648222
287,367.45769062709434
288,75.59303107268966
289,348.5978185695161
290,77.73382383112346
291,361.20924530307326
292,76.3491277324389
293,384.00879391354255
294,415.2139509930809
295,190.34295780484618
296,362.1770428140661
297,100.27272047753968
298,175.8796736786951
299,203.23851876148774
300,213.43204224770597
301,115.99186673283755
302,359.59581684955447
303,202.31912501707419
304,81.66037262238007
305,367.45769062709434
306,405.0774111806762
307,203.23851876148774
308,78.45051962864218
309,7.772988685680511
310,75.34433422906174
311,211.29515939999249
312,203.23851876148774
313,362.06784263102423
314,203.23851876148774
315,203.23851876148774
316,370.86921571097827
317,357.2447644945927
318,203.23851876148774
319,198.535622341788
320,361.0797910167815
321,203.23851876148774
322,202.4567717992952
323,383.81826085567315
324,199.30345736837327
325,394.1377489535979
326,377.6941920478556
327,379.2709991648179
328,349.4132263650819
329,202.10177167273244
330,11.175296877485133
331,370.89236156128135
332,5.595516132320505
333,0.9492136714738172
334,78.51406084307618
335,323.65384467642343
336,101.62195108352596
337,277.87068091954353
338,173.26304190200665
339,203.23851876148774
340,4.430654174041545
341,168.9370498712266
342,173.3415874953528
343,227.91501999685758
344,82.00262680039677
345,212.57481648998845
346,156.62198101948266
347,367.37011046265775
348,363.9295795508738
349,77.82330459436156
350,268.35095725607584
351,212.86886378353043
352,361.42622952222905
353,366.14596243669365
354,360.6941933844777
355,4.330063520744368
356,364.9519643949139
357,15.880407373030584
358,366.72447378861074
359,82.367067192907
360,200.91012848544756
361,369.80183773646047
362,346.45652071241324
363,1.5806458287576552
364,3.257894643203538
365,201.9284572006158
366,76.40407635651437
367,73.72249699678314
368,200.06831557335943
369,197.93273632120017
370,212.37156179238085
371,101.62195108352596
372,393.5497064116086
373,73.83569873400958
374,4.330063520744368
375,199.1655430147025
376,7.5791547704902245
377,199.00771688720965
378,203.23851876148774
379,12.673013445503566
380,360.60723277114187
381,154.04589936625496
382,223.86086837280664
383,2.9567326793967688
384,213.0006655533477
385,187.43893011210383
386,203.58776922986942
387,72.77420206805019
388,203.23851876148774
389,6.861401122457996
390,327.4450127191013
391,196.47148819479582
392,203.23851876148774
393,7.556388438285157
394,168.97650835100876
395,214.78856443795127
396,209.43864634315028
397,203.23851876148774
398,203.23851876148774
399,202.1189390865681
400,358.74221344663107
401,203.7466156715188
402,198.8156059588065
403,203.23851876148774
404,201.94636839598365
405,203.23851876148774
406,463.78165126475966
407,373.5048603190459
408,200.14114373331333
409,205.15632425052507
410,222.2221160171492
411,210.8594198881097
412,203.23851876148774
413,197.9052437226283
414,203.23851876148774
415,198.4459637699763
416,205.19928444485785
417,210.65089172528758
418,203.23851876148774
419,5.716926306232679
420,2.291691661703154
421,379.2709991648179
422,343.8728678738847
423,174.5001399950005
424,11.259483595173043
425,378.750741789058
426,358.9942559605514
427,202.18969830407448
428,377.7176314344026
429,203.23851876148774
430,58.84351263732164
431,203.23851876148774
432,200.8707299416441
433,101.62195108352596
434,203.23851876148774
435,406.2383798176194
436,223.03717606194274
437,204.62403480315058
438,82.0588318481698
439,73.78120722210468
440,214.6722851334043
441,380.142946278013
442,203.40049611217478
443,206.9523749172983
444,219.63753850544973
445,203.23851876148774
446,6.741079996498331
447,213.01867731512834
448,73.44294583750222
449,382.5629629779066
450,389.34961168150517
451,203.23851876148774
452,203.23851876148774
453,203.23851876148774
454,201.5116930751245
455,212.99013755660712
456,363.8831592362015
457,203.23851876148774
458,361.0797910167815
459,213.32725708531214
460,77.69612501534989
461,173.64781313894056
462,5.337063065761967
463,385.2471451959693
464,202.1173156189946
465,77.72747523695276
466,198.24634945826756
467,379.272265328918
468,223.13805043631376
469,72.4568197355757
470,227.68154488718216
471,197.68899715040507
472,72.07330808684617
473,212.60150884499393
474,6.285517098399249
475,380.49595552154835
476,203.23851876148774
477,9.833651877573713
478,329.23778030475336
479,367.3502411220332
480,199.38622915037487
481,385.0683871293082
482,203.23851876148774
483,340.8783569362278
484,203.23851876148774
485,9.71510493511932
486,385.01351924184235
487,203.23851876148774
488,73.86370896288814
489,384.35777213355726
490,366.7590443005577
491,76.91677691890065
492,385.9251626581593
493,123.19495183235107
494,207.31673427557428
495,14.830435419373236
496,183.84812028890417
497,71.55090114334277
498,78.73281978595035
499,344.95634018695733
500,8.14913763664851
501,7.809792143456878
502,361.59633166081244
503,203.23851876148774
504,406.2383798176194
505,75.92079922409789
506,407.7810374248141
507,203.23851876148774
508,184.46005408404758
509,361.20924530307326
510,203.23851876148774
511,203.23851876148774
512,222.74531998875906
513,78.49460377167742
514,192.07389281383638
515,2.741929213963127
516,203.23851876148774
517,100.1732075817125
518,286.04307930159683
519,207.96677039789276
520,187.05045233609863
521,73.86370896288814
522,240.22548605359464
523,355.516001088548
524,203.23851876148774
525,72.44184684599374
526,73.66068347587766
527,214.62803103993218
528,184.3276362123619
529,4.330063520744368
530,203.23851876148774
531,0.9600716209801474
532,362.94092601278845
533,7.556388438285157
534,389.2659278390955
535,19.40656228065877
536,206.27196134257068
537,79.42928130570205
538,203.23851876148774
539,201.95756271135272
540,67.67392821406423
541,359.3595927222728
542,218.37782279917158
543,76.09971864733863
544,6.893112447507706
545,201.5116930751245
546,371.8078082004588
547,362.8263474784492
548,77.3903627875989
549,203.23851876148774
550,199.4355918835754
551,205.29210817513712
552,6.638000311426342
553,199.7389045504889
554,170.5914841710932
555,203.23851876148774
556,6.234805069226366
557,373.6247470285507
558,204.70549008756512
559,363.81876222320847
560,362.77329574826075
561,72.27768018215619
562,203.23851876148774
563,205.4203265370058
564,78.59143134524216
565,383.93149025827495
566,210.97339011644473
567,81.78027712466455
568,208.41744056103758
569,203.23851876148774
570,73.86370896288814
571,363.7468231973935
572,203.23851876148774
573,203.23851876148774
574,77.19933586505125
575,212.98537078879514
576,365.26983243444795
577,203.23851876148774
578,7.556388438285157
579,353.590166166516
580,212.31112452921914
581,374.4015175550507
582,210.47509398305135
583,362.51682967130813
584,75.95908326761713
585,213.3889654221376
586,201.0229151590934
587,203.23851876148774
588,211.24148012333637
589,74.9636618815638
590,360.9800675744325
591,196.86743471342186
592,349.69147085556085
593,210.4593956544545
594,355.9994400449363
595,77.39194994341484
596,220.65173532010795
597,211.7003756119819
598,192.8241556147395
599,212.62369332267505
600,375.8027154071704
601,7.556388438285157
602,406.2383798176194
603,209.36334698703013
604,354.8048088762832
605,320.5337270439544
606,353.0753224263026
607,199.72631153959315
608,192.45515283417546
609,73.80251901960295
610,404.91020359759005
611,195.26467496915973
612,434.24832514044726
613,345.8910419104697
614,197.0719219503381
615,203.23851876148774
616,213.3294821418485
617,198.1650965096996
618,178.02729513080467
619,76.00738774488438
620,406.2383798176194
621,203.23851876148774
622,203.23851876148774
623,193.9978216782261
624,212.15846222674773
625,74.25451324156812
626,176.97921406732516
627,215.22380316181807
628,392.507976935228
629,204.673067495322
630,198.51576579754035
631,358.5514153144259
632,486.1743378701951
633,210.70778158800744
634,81.55778942807058
635,193.94243835028337
636,77.47901675239368
637,168.25550416394088
638,72.37661853010584
639,124.0913002767229
640,77.91110907095104
641,3.739653335177746
642,407.4739392286404
643,347.84342104697606
644,203.23851876148774
645,394.1377489535979
646,203.23851876148774
647,203.23851876148774
648,389.45381216754294
649,203.23851876148774
650,203.23851876148774
651,352.1428751427022
652,203.23851876148774
653,365.47045804060275
654,360.2232600765647
655,365.10479162797566
656,201.15363003610864
657,201.1179988031694
658,381.02033287269666
659,203.23851876148774
660,354.08342425317585
661,200.7641678436899
662,198.06475670559425
663,203.23851876148774
664,355.1216657716475
665,201.63051680369904
666,367.45769062709434
667,203.23851876148774
668,203.23851876148774
669,77.6593433401554
670,74.19298166463484
671,19.784101399683603
672,77.11219108238575
673,220.15402797439998
674,203.23851876148774
675,2.13744178736654
676,77.73521987134956
677,210.98562458442814
678,203.23851876148774
679,212.59784442455518
680,78.09454410691626
681,200.71134227523322
682,200.0676261751753
683,183.84812028890417
684,203.23851876148774
685,356.0907237599821
686,86.88070050314411
687,183.84812028890417
688,406.1837825766719
689,361.31221654509864
690,202.30632189477245
691,203.23851876148774
692,173.8476136419444
693,367.45769062709434
694,362.5874144738846
695,4.197804742883795
696,203.23851876148774
697,8.746319895472404
698,183.84812028890417
699,360.8377359490294
700,16.879491058036322
701,125.15340859880665
702,366.3231385330145
703,5.175079458548878
704,2.954344827134052
705,364.39811401782526
706,192.11600261606225
707,201.2059186352501
708,343.6955741259078
709,204.1984281431186
710,77.16736761297574
711,6.593470171572444
712,77.3346840052791
713,213.8825554432286
714,222.74531998875906
715,362.5930937527817
716,203.23851876148774
717,84.27023165681399
718,199.28585672931268
719,203.23851876148774
720,363.3438786836549
721,460.0758371271022
722,210.4979161181982
723,203.23851876148774
724,72.50382074218838
725,377.77512210688485
726,194.16077663705076
727,205.189973793126
728,199.7453396208803
729,379.2709991648179
730,211.7003756119819
731,370.9396476234685
732,362.4151179640759
733,202.55178600888382
734,203.23851876148774
735,168.42242335284234
736,199.0999903364789
737,73.17094144281135
738,200.73423123421438
739,361.20924530307326
740,212.3137059827336
741,356.0482790720226
742,203.7093168220403
743,368.10656556267344
744,219.63753850544973
745,78.66985777346879
746,199.60270020032198
747,197.7259881979996
748,203.23851876148774
749,353.0870797967573
750,346.45652071241324
751,203.23851876148774
752,271.6270910679566
753,363.7877419945667
754,199.0782820132197
755,123.7020597931478
756,7.980969835817125
757,211.41264523714403
758,6.2715086127243165
759,198.40557154713602
760,203.23851876148774
761,213.17448605437266
762,183.84812028890417
763,354.83798940929944
764,72.79928327549827
765,220.28986183946574
766,7.187291295661201
767,361.262398057791
768,383.93149025827495
769,80.5087335444413
770,203.23851876148774
771,363.56024509457944
772,197.94131501952387
773,211.5536887857443
774,203.23851876148774
775,200.20825233239458
776,76.36695541640171
777,115.86280966454362
778,368.3046119562434
779,195.2097645235968
780,355.39963266193865
781,479.3787157500658
782,181.45498343919724
783,145.35898685915006
784,203.23851876148774
785,73.86370896288814
786,361.3584449038424
787,359.63410991283274
788,208.41744056103758
789,2.6808581437498966
790,1.5806458287576552
791,223.32488334739062
792,373.9200191920132
793,203.23851876148774
794,203.23851876148774
795,81.70936061988391
796,81.71338741118909
797,203.23851876148774
798,379.2709991648179
799,5.784319847305165
800,13.752510530845528
801,268.35095725607584
802,73.86370896288814
803,7.556388438285157
804,76.1698511392339
805,3.920522849471539
806,203.23851876148774
807,5.556967746554311
808,344.38567998828626
809,213.0661877257646
810,62.30546065951374
811,383.93149025827495
812,361.9957154113926
813,201.14287933887476
814,119.72934922887562
815,73.1532118927925
816,218.3610047003257
817,78.48559511065704
818,79.23332669840376
819,10.895383529777067
820,167.07835415610393
821,203.23851876148774
822,6.981787978816596
823,194.90100226640394
824,200.47374227839083
825,203.23851876148774
826,3.6839209650075464
827,382.7216461258874
828,203.23851876148774
829,7.253766168214725
830,199.22453505550496
831,58.84351263732164
832,8.050877539227706
833,3.257894643203538
834,71.48661389862436
835,203.23851876148774
836,78.72481849507321
837,354.8728781722463
838,6.231143027461172
839,203.23851876148774
840,3.9522274826101893
841,192.0503701532079
842,203.23851876148774
843,352.60503621756806
844,205.1982325823611
845,11.336781331441186
846,73.82489809608747
847,77.744279212855
848,184.44984166859126
849,203.23851876148774
850,203.23851876148774
851,205.79443436695072
852,205.3562588396308
853,82.23446624542156
854,124.01828686897571
855,203.23851876148774
856,183.41648632880032
857,379.2709991648179
858,377.96779333059897
859,8.666684347429367
860,5.645054077675642
861,101.62195108352596
862,178.20520646272166
863,311.0808305689335
864,366.02135312394466
865,80.12002427375026
866,7.556388438285157
867,369.53430147517093
868,77.17156376118513
869,344.42965506219196
870,67.88472089925106
871,7.556388438285157
872,194.87211554644642
873,193.66509988123687
874,14.780482881786456
875,175.28332142254533
876,217.4971302590732
877,78.89653809607027
878,203.23851876148774
879,4.992400969145427
880,202.02903246166994
881,180.93193248379484
882,361.20924530307326
883,175.6542034255735
884,79.66838694738573
885,4.064183170037106
886,284.3795712331502
887,203.23851876148774
888,212.50820970480075
889,4.907072746583375
890,359.2717423976665
891,197.94131501952387
892,203.23851876148774
893,204.01901559108308
894,313.3446988508306
895,7.556388438285157
896,212.93528050427753
897,290.29454063399737
898,395.38726643589365
899,160.3071687125307
900,95.01560922252378
901,373.4245522344694
902,212.69514932870132
903,365.6550348517229
904,210.82141938604548
905,236.48324526065448
906,6.907921198341124
907,219.0964050643817
908,357.26476280432524
909,354.94608338528326
910,378.72179040927875
911,201.7971238099329
912,73.86397760091496
913,267.0233705566901
914,69.66783276609792
915,201.79754843612892
916,355.12573472997235
917,364.3789051677274
918,380.2408032234411
919,199.5292132218719
920,213.72908154614595
921,210.253780007067
922,183.84812028890417
923,203.23851876148774
924,7.556388438285157
925,62.5224914408992
926,375.4689867664542
927,12.193450741479106
928,6.907921198341124
929,7.624195312560285
930,78.27840460070738
931,320.73113090944537
932,77.86825704844757
933,7.556388438285157
934,380.5479181715602
935,211.5776942555514
936,182.99905374383735
937,76.55638809333159
938,73.0782419057699
939,76.37152272784323
940,101.62195108352596
941,363.43592986463403
942,201.39482585074293
943,202.47759516462474
944,376.2283314718905
945,219.71902893999683
946,183.84812028890417
947,478.98742550914847
948,76.1986533875897
949,215.17446467242303
950,6.527177916119288
951,159.8103909924388
952,363.7210113420123
953,351.8378170549362
954,249.66221205653474
955,73.49032643309994
956,58.853676357767014
957,364.1256439309751
958,203.23851876148774
959,352.5473830938559
960,205.99608123459797
961,397.45833980637383
962,361.2120704948532
963,123.19495183235107
964,220.65173532010795
965,7.556388438285157
966,73.86370896288814
967,235.81808323844655
968,6.05102190309766
969,368.6049067933955
970,379.2709991648179
971,369.51567627753866
972,197.95512259861448
973,199.42156743354164
974,199.4752697297033
975,383.7916209737481
976,3.485808196809406
977,172.78556516249742
978,7.556388438285157
979,203.23851876148774
980,7.556388438285157
981,409.19539911023867
982,9.64718523447722
983,351.16948237593266
984,183.02847201555014
985,194.00690076737885
986,372.5257734319322
987,73.92162920774419
988,379.2709991648179
989,32.19506330612344
990,198.39014439473928
991,185.98083424538075
992,82.5338895168155
993,76.9048552695799
994,382.1623403833161
995,195.1918411976027
996,7.2716705586296
997,81.29881539434619
998,124.67562607517
999,203.23851876148774
1000,3.0851666168957763
1001,210.36726346758238
1002,203.23851876148774
1003,367.3925164019026
1004,234.33587859961693
1005,99.41876787605366
1006,185.6192374071955
1007,406.23466484653653
1008,361.3493437837557
1009,222.74531998875906
1010,346.36597337346075
1011,205.32550986256203
1012,96.29850808272829
1013,83.03288011405725
1014,157.45446270510894
1015,69.95469352967551
1016,213.78788570741887
1017,203.23851876148774
1018,383.7540876135293
1019,203.23851876148774
1020,4.850344772316702
1021,200.85533190401645
1022,365.3296219098749
1023,357.62231949829845
1024,325.0102536067978
1025,373.3926700893364
1026,80.6526810795359
1027,200.82664819411139
1028,203.23851876148774
1029,73.46763035683985
1030,203.23851876148774
1031,371.91739902759645
1032,372.3618296936537
1033,362.6989708387866
1034,203.23851876148774
1035,174.02575719121188
1036,5.964937317029196
1037,211.24148012333637
1038,0.9186807452269485
1039,364.098086846694
1040,203.23851876148774
1041,81.98794578148953
1042,203.23851876148774
1043,0.4953586361843015
1044,371.38366767073126
1045,7.556388438285157
1046,123.85465955555166
1047,364.62354093451825
1048,175.09551307349827
1049,362.33395365912423
1050,267.6589739412587
1051,7.67656325594548
1052,362.7215070022512
1053,372.277795420628
1054,366.0281524492992
1055,7.556388438285157
1056,203.23851876148774
1057,195.37060382434368
1058,180.50158410307736
1059,205.6269409739745
1060,72.49100264437452
1061,203.23851876148774
1062,212.85105724974966
1063,365.71933309902977
1064,368.3489566533798
1065,203.23851876148774
1066,203.23851876148774
1067,355.3604615949437
1068,7.556388438285157
1069,366.9743183949495
1070,73.86397760091496
1071,175.22751252419167
1072,203.23851876148774
1073,350.9251621839017
1074,203.23851876148774
1075,207.2081851052719
1076,203.23851876148774
1077,205.94087186769647
1078,165.51079860351456
1079,363.0277992454729
1080,203.23851876148774
1081,203.23851876148774
1082,199.3847458044827
1083,346.0888718170764
1084,362.7101255689784
1085,6.086762193826242
1086,196.770511821365
1087,78.00064265472913
1088,202.67271354578335
1089,76.72977146917498
1090,203.23851876148774
1091,186.43171488246634
1092,199.35145397578458
1093,81.49810199885648
1094,192.57412499230514
1095,203.23851876148774
1096,199.91374317557953
1097,200.5648947530933
1098,353.5498185232974
1099,168.03779845848803
1100,201.73326692610345
1101,203.23851876148774
1102,364.0735618822503
1103,369.9895239101631
1104,405.79880162323616
1105,362.97310139655445
1106,1.301790444876632
1107,203.23851876148774
1108,201.5116930751245
1109,185.12563955638686
1110,222.30760869477965
1111,8.707628138798233
1112,64.97588488198816
1113,360.09163065575535
1114,371.40717196345025
1115,382.4075139712474
1116,78.4209032154162
1117,363.2544603212399
1118,78.20714231167912
1119,2.4026924467434694
1120,83.98650616527004
1121,78.3011596642136
1122,98.80741202411765
1123,203.22861901830274
1124,363.4185153559695
1125,213.3037218261969
1126,92.11446142106595
1127,260.4024623143598
1128,203.23851876148774
1129,5.318636009968094
1130,355.76825615275226
1131,350.4864872253405
1132,221.901813762729
1133,203.23851876148774
1134,379.2709991648179
1135,0.5868277531074673
1136,6.828516195562058
1137,196.60549223619202
1138,365.6925967380558
1139,349.7490799977562
1140,203.23851876148774
1141,199.37615682450544
1142,78.56197858076096
1143,203.23851876148774
1144,203.23851876148774
1145,364.854374208833
1146,339.0748280890824
1147,208.87184415108362
1148,320.93615710405754
1149,71.64749401916126
1150,344.38567998828626
1151,342.53420352573437
1152,199.99509198226556
1153,222.74531998875906
1154,363.3426599986666
1155,195.41067400402474
1156,345.8745445939202
1157,371.7002922065669
1158,203.23851876148774
1159,365.37114493528986
1160,183.84812028890417
1161,123.19495183235107
1162,203.23851876148774
1163,214.00503728544535
1164,199.42156743354164
1165,5.419906208730769
1166,356.0975470176283
1167,212.30127770751815
1168,198.25149745852968
1169,380.3545907747437
1170,203.23851876148774
1171,3.22520942809848
1172,0.5435148127989613
1173,374.4015175550507
1174,212.559800998278
1175,203.23851876148774
1176,344.47904618478856
1177,347.1184366918747
1178,211.24148012333637
1179,203.23851876148774
1180,363.7861482109773
1181,2.767579686253506
1182,203.23851876148774
1183,370.7257620131523
1184,176.5411150693305
1185,123.51687000033573
1186,379.73221276112173
1187,364.65302933327393
1188,81.55030836420562
1189,76.46668589859351
1190,203.23851876148774
1191,177.04359838583005
1192,74.72405476526073
1193,367.45769062709434
1194,212.50694012751663
1195,205.16001240947247
1196,203.23851876148774
1197,203.23851876148774
1198,202.47697463252166
1199,150.6513450132206
1200,6.861566070287025
1201,157.45452217304555
1202,355.6812560227267
1203,94.86542717802037
1204,362.7647731555982
1205,7.449695046218855
1206,123.57559205503708
1207,75.99255270484713
1208,76.20963776244133
1209,211.6852310112345
1210,362.87946737814576
1211,212.55451554911173
1212,369.00659480406995
1213,183.84812028890417
1214,378.8862589823833
1215,58.820638291676275
1216,380.2789198157768
1217,203.23851876148774
1218,212.39439740173546
1219,366.1019142736839
1220,7.556388438285157
1221,357.75919908702696
1222,203.23851876148774
1223,203.23851876148774
1224,208.38401930520692
1225,380.02571239269076
1226,213.0483878223464
1227,201.5135226599408
1228,195.6667898037372
1229,355.80534258361183
1230,569.6288913600011
1231,30.72517995577533
1232,381.9021286285636
1233,363.6793719763227
1234,362.9471145379544
1235,203.98783353539406
1236,203.9830356162244
1237,73.83146476765067
1238,362.7193482689662
1239,367.45769062709434
1240,201.30619202923543
1241,14.421315431477547
1242,227.91501999685758
1243,7.489511147449777
1244,75.25996752129262
1245,73.36673247299194
1246,274.38576259271014
1247,184.08545335196453
1248,183.84812028890417
1249,365.96837271598565
1250,5.366698626075495
1251,370.3477389638967
1252,71.86126377327197
1253,93.59988912193985
1254,72.92603359487558
1255,201.97283735285438
1256,203.23851876148774
1257,371.40058487858505
1258,212.62036620477625
1259,211.51681773761297
1260,73.70041204391445
1261,213.19282614441298
1262,176.15138469424977
1263,201.73326692610345
1264,5.631157148990169
1265,347.2220921536196
1266,203.23851876148774
1267,78.22805881492815
1268,363.6649749926087
1269,73.86370896288814
1270,403.23638578940154
1271,367.5350720327521
1272,360.4011311394152
1273,80.12002427375026
1274,210.99730582059232
1275,357.38613146265595
1276,202.1173156189946
1277,203.23851876148774
1278,363.4238173466586
1279,8.085424632572744
1280,78.29770547392323
1281,211.6923042341384
1282,204.10623013926894
1283,7.638122906895849
1284,199.91720075580332
1285,76.91054621911186
1286,195.4892332911942
1287,179.65726318214843
1288,73.70598976794787
1289,203.23851876148774
1290,257.1455406476602
1291,203.23851876148774
1292,203.23851876148774
1293,203.23851876148774
1294,218.2836048929213
1295,5.923652818563077
1296,356.2792511489942
1297,7.371063505850773
1298,203.34932241345135
1299,6.820016099293073
1300,203.23851876148774
1301,340.0203381337754
1302,73.9337386481124
1303,367.1701332278231
1304,359.57746314039076
1305,213.1490462877035
1306,378.23021888868686
1307,77.98865165178373
1308,374.4015175550507
1309,177.58309146043288
1310,334.95843855232454
1311,344.8465913344467
1312,185.15786662184257
1313,8.021708846528716
1314,71.93756201469209
1315,179.00578051168756
1316,203.23851876148774
1317,179.25653842108161
1318,353.56612255549203
1319,393.53086231134114
1320,202.63829394266676
1321,196.58206398313396
1322,84.3029941888307
1323,363.51212852669414
1324,344.1709351971974
1325,348.61107111983097
1326,194.58539035801095
1327,226.95795075816753
1328,183.270754816467
1329,75.84913714254998
1330,99.41876787605366
1331,75.82051348835553
1332,381.0183883178521
1333,367.90622704537014
1334,158.09322401871495
1335,203.23851876148774
1336,213.08369126488537
1337,95.95222903654789
1338,371.2586245628409
1339,203.23851876148774
1340,81.31598737801302
1341,201.73267900152524
1342,346.46973799120235
1343,74.76746365663763
1344,222.74531998875906
1345,213.23124368715224
1346,77.85625498526996
1347,342.4018021160781
1348,6.333472050290675
1349,350.7130332759119
1350,197.2266973391826
1351,203.23896987043375
1352,367.45769062709434
1353,76.20701705470003
1354,76.92760405464163
1355,0.5991861491069832
1356,81.60440242981323
1357,203.23851876148774
1358,199.53965521863975
1359,123.55450088673564
1360,372.42620646846444
1361,354.27921592553815
